symbol,mode,ok,bb_width_pctile,atr_pctile,breakout_hh20,breakout_hh50
BSOFT.NS,loose,True,0.003968253968253968,0.027777777777777776,False,False
BLUEDART.NS,loose,True,0.06746031746031746,0.03968253968253968,False,False
BLUESTARCO.NS,loose,True,0.3055555555555556,0.1388888888888889,False,False
BBTC.NS,loose,True,0.10714285714285714,0.06746031746031746,False,False
BOSCHLTD.NS,loose,False,0.2976190476190476,0.4444444444444444,False,False
FIRSTCRY.NS,loose,True,0.3453815261044177,0.2857142857142857,False,False
BRIGADE.NS,loose,True,0.11507936507936507,0.003968253968253968,False,False
BRITANNIA.NS,loose,False,0.9007936507936508,0.8452380952380952,False,False
MAPMYINDIA.NS,loose,True,0.6507936507936508,0.015873015873015872,False,False
CCL.NS,loose,True,0.24206349206349206,0.5198412698412699,False,False
CESC.NS,loose,True,0.4365079365079365,0.1111111111111111,False,False
CGPOWER.NS,loose,True,0.6666666666666666,0.15476190476190477,False,False
CRISIL.NS,loose,True,0.4126984126984127,0.11507936507936507,False,False
CAMPUS.NS,loose,True,0.07142857142857142,0.4007936507936508,False,False
CANFINHOME.NS,loose,True,0.42063492063492064,0.17857142857142858,False,False
CANBK.NS,loose,True,0.0992063492063492,0.027777777777777776,False,False
CAPLIPOINT.NS,loose,True,0.007936507936507936,0.2857142857142857,False,False
CGCL.NS,loose,True,0.023809523809523808,0.07539682539682539,False,False
CARBORUNIV.NS,loose,True,0.8095238095238095,0.2896825396825397,False,False
CASTROLIND.NS,loose,True,0.15873015873015872,0.023809523809523808,False,False
CEATLTD.NS,loose,True,0.45634920634920634,0.18253968253968253,False,False
CENTRALBK.NS,loose,True,0.1388888888888889,0.06746031746031746,False,False
CDSL.NS,loose,True,0.09126984126984126,0.04365079365079365,False,False
CENTURYPLY.NS,loose,True,0.5198412698412699,0.12301587301587301,False,False
CERA.NS,loose,True,0.003968253968253968,0.007936507936507936,False,False
CHALET.NS,loose,False,0.753968253968254,0.3531746031746032,False,False
CHAMBLFERT.NS,loose,True,0.14682539682539683,0.29365079365079366,False,False
CHENNPETRO.NS,loose,True,0.31746031746031744,0.027777777777777776,False,False
CHOLAHLDNG.NS,loose,True,0.4007936507936508,0.003968253968253968,False,False
CHOLAFIN.NS,loose,True,0.09523809523809523,0.007936507936507936,False,False
CIPLA.NS,loose,True,0.3134920634920635,0.1984126984126984,False,False
CUB.NS,loose,False,0.6706349206349206,0.5674603174603174,False,False
CLEAN.NS,loose,True,0.12698412698412698,0.3373015873015873,False,False
COALINDIA.NS,loose,True,0.30952380952380953,0.17857142857142858,False,False
COCHINSHIP.NS,loose,True,0.007936507936507936,0.07936507936507936,False,False
COFORGE.NS,loose,True,0.24603174603174602,0.373015873015873,False,False
COLPAL.NS,loose,False,0.7936507936507936,0.39285714285714285,False,False
CAMS.NS,loose,True,0.05555555555555555,0.007936507936507936,False,False
CONCORDBIO.NS,loose,True,0.09523809523809523,0.03571428571428571,False,False
CONCOR.NS,loose,True,0.04365079365079365,0.003968253968253968,False,False
COROMANDEL.NS,loose,False,0.4642857142857143,0.6507936507936508,False,False
CRAFTSMAN.NS,loose,True,0.003968253968253968,0.4166666666666667,False,False
CREDITACC.NS,loose,True,0.16666666666666666,0.20238095238095238,False,False
CROMPTON.NS,loose,True,0.15476190476190477,0.12698412698412698,False,False
CUMMINSIND.NS,loose,True,0.1388888888888889,0.11507936507936507,False,False
CYIENT.NS,loose,True,0.18253968253968253,0.1111111111111111,False,False
DCMSHRIRAM.NS,loose,True,0.3611111111111111,0.011904761904761904,False,False
DLF.NS,loose,True,0.047619047619047616,0.015873015873015872,False,False
DOMS.NS,loose,True,0.2976190476190476,0.1984126984126984,False,False
DABUR.NS,loose,False,0.7857142857142857,0.8452380952380952,False,False
DALBHARAT.NS,loose,True,0.44841269841269843,0.015873015873015872,False,False
DATAPATTNS.NS,loose,True,0.003968253968253968,0.1746031746031746,False,False
DEEPAKFERT.NS,loose,True,0.0992063492063492,0.03968253968253968,False,False
DEEPAKNTR.NS,loose,True,0.3492063492063492,0.03571428571428571,False,False
DELHIVERY.NS,loose,True,0.003968253968253968,0.4365079365079365,False,False
DEVYANI.NS,loose,True,0.7817460317460317,0.18253968253968253,False,False
DIVISLAB.NS,loose,True,0.05952380952380952,0.05555555555555555,False,False
DIXON.NS,loose,True,0.5119047619047619,0.027777777777777776,False,False
LALPATHLAB.NS,loose,False,0.29365079365079366,0.8293650793650794,False,False
DRREDDY.NS,loose,True,0.09126984126984126,0.18253968253968253,False,False
EIDPARRY.NS,loose,True,0.18253968253968253,0.7182539682539683,False,False
EIHOTEL.NS,loose,True,0.6309523809523809,0.25,False,False
EICHERMOT.NS,loose,True,0.9682539682539683,0.876984126984127,True,True
ELECON.NS,loose,True,0.07936507936507936,0.023809523809523808,False,False
ELGIEQUIP.NS,loose,True,0.21825396825396826,0.003968253968253968,False,False
EMAMILTD.NS,loose,False,0.4166666666666667,0.3888888888888889,False,False
EMCURE.NS,loose,True,0.5396825396825397,0.24206349206349206,False,False
ENDURANCE.NS,loose,False,0.8611111111111112,0.7976190476190477,False,False
ENGINERSIN.NS,loose,True,0.04365079365079365,0.003968253968253968,False,False
ERIS.NS,loose,True,0.10714285714285714,0.015873015873015872,False,False
ESCORTS.NS,loose,False,0.49206349206349204,0.8611111111111112,False,False
EXIDEIND.NS,loose,True,0.7420634920634921,0.2976190476190476,True,True
NYKAA.NS,loose,True,0.9722222222222222,0.5,True,True
FEDERALBNK.NS,loose,True,0.14682539682539683,0.023809523809523808,False,False
FACT.NS,loose,True,0.25396825396825395,0.25793650793650796,False,False
FINCABLES.NS,loose,True,0.03571428571428571,0.09523809523809523,False,False
FINPIPE.NS,loose,True,0.6904761904761905,0.06746031746031746,False,False
FSL.NS,loose,True,0.1865079365079365,0.11507936507936507,False,False
FIVESTAR.NS,loose,True,0.4246031746031746,0.01984126984126984,False,False
FORTIS.NS,loose,True,0.015873015873015872,0.10714285714285714,False,False
GAIL.NS,loose,True,0.015873015873015872,0.05952380952380952,False,False
GVT&D.NS,loose,True,0.10714285714285714,0.44841269841269843,False,False
GMRAIRPORT.NS,loose,True,0.21825396825396826,0.011904761904761904,False,False
GRSE.NS,loose,True,0.20634920634920634,0.5277777777777778,False,False
GICRE.NS,loose,True,0.3888888888888889,0.06746031746031746,False,False
GILLETTE.NS,loose,True,0.18253968253968253,0.2222222222222222,False,False
GLAND.NS,loose,True,0.18253968253968253,0.09523809523809523,False,False
GLAXO.NS,loose,True,0.06746031746031746,0.2222222222222222,False,False
GLENMARK.NS,loose,True,0.24206349206349206,0.24603174603174602,False,False
MEDANTA.NS,loose,True,0.03968253968253968,0.5198412698412699,False,False
GODIGIT.NS,loose,True,0.15476190476190477,0.1984126984126984,False,False
GPIL.NS,loose,False,0.9246031746031746,0.7301587301587301,False,False
GODFRYPHLP.NS,loose,False,0.34523809523809523,0.9404761904761905,False,False
GODREJAGRO.NS,loose,True,0.2857142857142857,0.01984126984126984,False,False
GODREJCP.NS,loose,False,0.30158730158730157,0.4126984126984127,False,False
GODREJIND.NS,loose,True,0.5952380952380952,0.003968253968253968,False,False
GODREJPROP.NS,loose,True,0.05952380952380952,0.007936507936507936,False,False
GRANULES.NS,loose,True,0.8650793650793651,0.32142857142857145,False,False
GRAPHITE.NS,loose,True,0.18253968253968253,0.051587301587301584,False,False
GRASIM.NS,loose,True,0.10714285714285714,0.031746031746031744,False,False
GRAVITA.NS,loose,True,0.07539682539682539,0.07936507936507936,False,False
GESHIP.NS,loose,True,0.04365079365079365,0.007936507936507936,False,False
FLUOROCHEM.NS,loose,True,0.003968253968253968,0.01984126984126984,False,False
GUJGASLTD.NS,loose,True,0.1111111111111111,0.07142857142857142,False,False
GMDCLTD.NS,loose,True,0.9365079365079365,0.9801587301587301,True,True
GNFC.NS,loose,True,0.21825396825396826,0.047619047619047616,False,False
GPPL.NS,loose,True,0.17857142857142858,0.047619047619047616,False,False
GSPL.NS,loose,True,0.03968253968253968,0.027777777777777776,False,False
HEG.NS,loose,True,0.1388888888888889,0.08333333333333333,False,False
HBLENGINE.NS,loose,False,0.8242424242424242,0.8187134502923976,False,False
HCLTECH.NS,loose,True,0.3492063492063492,0.09126984126984126,False,False
HDFCAMC.NS,loose,False,0.25793650793650796,0.4126984126984127,False,False
HDFCBANK.NS,loose,True,0.5634920634920635,0.11507936507936507,False,False
HDFCLIFE.NS,loose,False,0.3373015873015873,0.5753968253968254,False,False
HFCL.NS,loose,True,0.06349206349206349,0.06746031746031746,False,False
HAPPSTMNDS.NS,loose,True,0.32142857142857145,0.11904761904761904,False,False
HAVELLS.NS,loose,True,0.5634920634920635,0.023809523809523808,False,False
HEROMOTOCO.NS,loose,False,0.8412698412698413,0.5436507936507936,False,False
HSCL.NS,loose,True,0.03571428571428571,0.011904761904761904,False,False
HINDALCO.NS,loose,True,0.5158730158730159,0.031746031746031744,False,False
HAL.NS,loose,True,0.051587301587301584,0.003968253968253968,False,False
HINDCOPPER.NS,loose,True,0.04365079365079365,0.047619047619047616,False,False
HINDPETRO.NS,loose,True,0.1865079365079365,0.003968253968253968,False,False
HINDUNILVR.NS,loose,False,0.7341269841269841,0.6547619047619048,False,False
HINDZINC.NS,loose,True,0.1111111111111111,0.1746031746031746,False,False
POWERINDIA.NS,loose,True,0.18253968253968253,0.23809523809523808,False,False
HOMEFIRST.NS,loose,True,0.06349206349206349,0.03968253968253968,False,False
HONASA.NS,loose,True,0.3412698412698413,0.031746031746031744,False,False
HONAUT.NS,loose,True,0.6825396825396826,0.23412698412698413,False,False
HUDCO.NS,loose,True,0.03968253968253968,0.027777777777777776,False,False
HYUNDAI.NS,loose,False,0.8805970149253731,0.9420289855072463,False,False
ICICIBANK.NS,loose,True,0.20634920634920634,0.027777777777777776,False,False
ICICIGI.NS,loose,True,0.5515873015873016,0.26587301587301587,False,False
ICICIPRULI.NS,loose,True,0.4444444444444444,0.1388888888888889,False,False
IDBI.NS,loose,True,0.24206349206349206,0.8095238095238095,False,False
IDFCFIRSTB.NS,loose,True,0.2896825396825397,0.03373015873015873,False,False
IFCI.NS,loose,True,0.007936507936507936,0.01984126984126984,False,False
IIFL.NS,loose,True,0.11507936507936507,0.05555555555555555,False,False
INOXINDIA.NS,loose,True,0.6626984126984127,0.47619047619047616,True,False
IRB.NS,loose,True,0.20634920634920634,0.05555555555555555,False,False
IRCON.NS,loose,True,0.023809523809523808,0.11507936507936507,False,False
ITC.NS,loose,True,0.5119047619047619,0.25793650793650796,False,False
ITI.NS,loose,True,0.26587301587301587,0.21031746031746032,False,False
INDGN.NS,loose,True,0.32936507936507936,0.09126984126984126,False,False
INDIACEM.NS,loose,False,0.5952380952380952,0.8055555555555556,False,False
INDIAMART.NS,loose,True,0.09126984126984126,0.01984126984126984,False,False
INDIANB.NS,loose,True,0.003968253968253968,0.031746031746031744,False,False
IEX.NS,loose,True,0.003968253968253968,0.011904761904761904,False,False
INDHOTEL.NS,loose,True,0.20238095238095238,0.21031746031746032,False,False
IOC.NS,loose,True,0.01984126984126984,0.003968253968253968,False,False
IOB.NS,loose,True,0.24603174603174602,0.1626984126984127,False,False
IRCTC.NS,loose,True,0.11507936507936507,0.007936507936507936,False,False
IRFC.NS,loose,True,0.07539682539682539,0.06349206349206349,False,False
IREDA.NS,loose,True,0.015873015873015872,0.023809523809523808,False,False
IGL.NS,loose,True,0.27380952380952384,0.047619047619047616,False,False
INDUSTOWER.NS,loose,True,0.28174603174603174,0.3333333333333333,False,False
INDUSINDBK.NS,loose,True,0.13095238095238096,0.007936507936507936,False,False
NAUKRI.NS,loose,True,0.15079365079365079,0.03571428571428571,False,False
INFY.NS,loose,True,0.5079365079365079,0.20238095238095238,False,False
INOXWIND.NS,loose,True,0.027777777777777776,0.003968253968253968,False,False
INTELLECT.NS,loose,True,0.1746031746031746,0.32936507936507936,False,False
INDIGO.NS,loose,True,0.5793650793650794,0.21428571428571427,False,False
IGIL.NS,loose,True,0.006289308176100629,0.024242424242424242,False,False
IKS.NS,loose,True,0.20496894409937888,0.17964071856287425,False,False
IPCALAB.NS,loose,True,0.32936507936507936,0.1388888888888889,False,False
JBCHEPHARM.NS,loose,True,0.003968253968253968,0.06349206349206349,False,False
JKCEMENT.NS,loose,False,0.5357142857142857,0.9880952380952381,False,False
JBMA.NS,loose,True,0.16666666666666666,0.07539682539682539,False,False
